Priority,Business Name,Phone,Category,Rating,Website,Address,Hook,Opener
⚪ STANDARD,Tom's Chicken Shack,(863) 533-6268,Chicken Restaurant,4.2★ (1121),https://www.facebook.com/TomsChickenShack/,"901 E Main St, Bartow, FL 33830, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Planet Fitness,(863) 853-3322,Gym,4.2★ (628),https://www.planetfitness.com/gyms/lakeland-north-fl?utm_medium=organic&utm_source=extnet,"6208 US Hwy 98 N, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Villa Spa Nails,(863) 500-3001,Nail Salon,4.2★ (409),https://book.atsoft.com/Book/235,"4143 US Hwy 98 N, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,A Insurance Direct,(863) 577-7775,Insurance Agent,4.2★ (30),http://www.insurancedirectinc.com/insurance-agency-locations.htm?sid=28859,"1306 W Daughtery Rd, Lakeland, FL 33810, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Tractor Supply Co.,(863) 815-2010,Hardware Store,4.2★ (762),https://www.tractorsupply.com/tsc/store_Lakeland-FL-33809_567,"6945 US Hwy 98 N, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Lowe's Home Improvement,(863) 513-1161,Hardware Store,4.2★ (2785),https://www.lowes.com/store/FL-Lakeland/2253?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-2253-_-na-_-0-_-0&y_source=1_MTE4NDI2My03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"3600 North Road #98, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Burlington,(863) 815-4512,Clothing Store,4.2★ (678),https://stores.burlington.com/fl/lakeland/554/?utm_source=google&utm_medium=organic&utm_campaign=maps,"4011 US Hwy 98 N, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Minute Key,(863) 701-6201,Locksmith,4.2★ (27),https://www.minutekey.com/key-services/florida/lakeland/locksmith-key-copy-duplication-3525-lakeland-highlands-road/597/,"3525 Lakeland Highlands Rd, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Tires Plus,(863) 279-0965,Tire Shop,4.2★ (449),https://www.tiresplus.com/florida/lakeland/4970-florida-ave-s/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,"4970 Florida Ave S, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Firestone Complete Auto Care,(863) 614-0334,Oil Change,4.2★ (556),https://www.firestonecompleteautocare.com/florida/lakeland/5105-florida-ave-s/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,"5105 Florida Ave S, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Magic Wok,(863) 709-1688,Chinese Restaurant,4.2★ (173),https://magicwoklakeland.com/,"2129 E County Rd 540A, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Velocity Chiropractic & Rehab,(863) 646-3388,Chiropractic,4.2★ (36),http://www.velocitychiropractic.com/,"6030 Florida Ave S Suite #115, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,"Premier Realty Network, Inc.",(863) 646-6688,Realtor,4.2★ (5),http://premierrealtynetwork.com/,"2123 Harden Blvd, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Univista Insurance,(863) 320-0048,Auto Insurance,4.2★ (5),https://www.univistainsurance.com/location/lakeland-fl-33803-1/,"3234 Florida Ave S G, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,La La Land Liquor & Lounge,(863) 937-4367,Wine Shop,4.2★ (246),https://www.facebook.com/lalalandlakeland,"3239 Florida Ave S, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Sunoco,(863) 646-4873,Convenience Store,4.2★ (228),https://www.sunoco.com/locations/store/4612-cleveland-hghts-blvd-lakeland-fl-0933552200,"4612 Cleveland Heights Blvd, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Laundry Pro of Florida,(800) 232-5736,Laundromat,4.2★ (13),https://www.laundryproofflorida.com/?utm_campaign=gmb,"3920 Holden Rd, Lakeland, FL 33811, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,The Home Depot,(863) 619-8955,Hardware Store,4.2★ (2440),https://www.homedepot.com/l/South-Lakeland/FL/Lakeland/33813/6324?emt=MSGMBGoogleMaps,"6335 Florida Ave S, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Rainbow Shops,(863) 450-0974,Clothing Store,4.2★ (5),https://stores.rainbowshops.com/fl/lakeland/834/?utm_source=G&utm_medium=lpm&utm_campaign=RainbowShops,"2035 George Jenkins Blvd, Lakeland, FL 33815, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,"YMCA Par 3, Home of The First Tee of Lakeland",(863) 577-0236,Driving School,4.2★ (23),https://www.ymcawcf.org/find-your-y/par-3,"1740 George Jenkins Blvd, Lakeland, FL 33815, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Walgreens Pharmacy,(863) 647-1961,Pharmacy,4.2★ (25),https://www.walgreens.com/locator/walgreens-6985+s+florida+ave-lakeland-fl-33813/id=5327,"6985 Florida Ave S, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Kohl's,(863) 682-8989,Clothing Store,4.2★ (1993),https://www.kohls.com/stores/fl/lakeland-955.shtml?utm_source=google&utm_medium=organic&utm_campaign=local,"1401 Town Center Dr, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,DG Market,(863) 774-7535,Supermarket,4.2★ (884),https://www.dollargeneral.com/store-directory/fl/mulberry/12004,"7050 N Church Ave, Mulberry, FL 33860, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Discount Metal Mart,(813) 752-7088,Metal Roofing,4.3★ (47),https://discountmetalmart.com/,"3399 Paul Buchman Hwy, Plant City, FL 33565, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,"Sykes Trees & More, Inc.",(863) 450-7764,Tree Trimming,4.3★ (4),http://fuquaconstruction.com/,"900 W Beacon Rd, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Willis Pool Service,(863) 316-5198,Pool Cleaning,4.3★ (46),http://willispoolservice.com/,"225 FL-559, Auburndale, FL 33823, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Eliteness Cleaning Maid Service of Lakeland,(863) 400-2125,House Cleaning,4.3★ (18),https://www.elitenesscleaning.com/pages/contact-us/florida/lakeland-house-cleaning-services,"1044 W Prospect St, Lakeland, FL 33815, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Handy Randy's Enterprises Inc / Appliance Repair,(863) 937-8515,Appliance Repair,4.3★ (44),http://hreappliancerepair.com/,"3623 Dogwood Ct, Lakeland, FL 33812, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Polk Attic Insulation,(863) 875-8501,Insulation Contractor,4.3★ (12),http://www.polkatticinsulation.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Auburndale-FL,"1925 Thornhill Rd Suite 2009, Auburndale, FL 33823, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,IDEAL WHEELS,(863) 968-6815,Car Dealership,4.3★ (184),http://www.myidealwheels.com/,"502 N Florida Ave, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,"Warren's Auto Sales, Inc.",(863) 665-8700,Used Cars,4.3★ (124),http://www.warrenscarlot.com/,"2405 US-92, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Lakeland Automall - Ford - Hyundai - Genesis,(863) 683-5585,New Cars,4.3★ (7),http://www.lakelandautomall.com/,"1430 W Memorial Blvd, Lakeland, FL 33815, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,ARC Towing Service,(863) 683-2800,Towing Service,4.3★ (89),http://www.arctowingservice.com/,"1225 George Jenkins Blvd, Lakeland, FL 33815, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Mission Towing And Recovery,(863) 668-8424,Towing Service,4.3★ (76),https://mission-towing.com/?utm_source=gbp&utm_medium=organic&utm_campaign=GoogleBusinessProfile,"1725 George Jenkins Blvd Suite A, Lakeland, FL 33815, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Mister Car Wash,(863) 247-2122,Car Wash,4.3★ (268),https://mistercarwash.com/store/bartow-road/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"3115 US-98, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,TNT Car Wash North,(863) 999-2839,Car Wash,4.3★ (536),http://tntcarwash.net/,"5415 US Hwy 98 N, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Priced Rite Transmissions/ Big Mike,(863) 213-4276,Transmission Repair,4.3★ (123),http://pricedritetransmissons.weebly.com/,"2121 E Main St, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Super Auto Glass,(813) 319-3722,Windshield Repair,4.3★ (17),http://superautoglass.net/,"1820 Florida Ave S, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Mama’s Soul Food,(863) 213-4377,Restaurant,4.3★ (329),http://mamassoulfood1.com/,"518 E Memorial Blvd, Lakeland, FL 33805, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Texas Cattle Company,(863) 686-1434,Fine Dining,4.3★ (4879),http://www.texascattlecompany.net/,"735 E Main St, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Azteca D'oro Mexican Restaurant Lakeland,(863) 606-6682,Mexican Restaurant,4.3★ (1828),https://aztecadoro.com/aztecalakeland?utm_source=google,"1235 N Parkway Frontage Rd, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Carrabba's Italian Grill,(863) 646-2518,Italian Restaurant,4.3★ (2453),https://locations.carrabbas.com/florida/lakeland/4829-south-florida-avenue?y_source=1_MTU1MDMwODItNzE1LWxvY2F0aW9uLndlYnNpdGU=,"4829 Florida Ave S, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,China Garden,(863) 687-1988,Chinese Restaurant,4.3★ (410),https://www.chinagardenlakelandhh.com/,"1527 Bartow Rd, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,May Flower Chinese Restaurant,(863) 646-2688,Chinese Restaurant,4.3★ (342),https://www.mayflowerlakeland.com/,"4676 Co Rd 540A, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Fire Spot Buffet,(863) 858-8804,Chinese Restaurant,4.3★ (402),http://www.firespotlakeland.com/,"4250 US Hwy 98 N, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Spice Thai & Sushi,(863) 709-8321,Thai Restaurant,4.3★ (956),http://www.spicethaisushirestaurant.com/,"3895 Florida Ave S, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Gosh! Asian Bistro & Sushi,(863) 701-9818,Japanese Restaurant,4.3★ (556),http://www.goshbistro.com/,"4742 Florida Ave S, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Saigon Bistro,(863) 686-6560,Vietnamese Restaurant,4.3★ (756),https://www.saigonbistrofl.com/,"1554 Town Center Dr W, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,4 Rivers Smokehouse,(863) 592-0672,Bbq Restaurant,4.3★ (1065),https://www.4rsmokehouse.com/locations/lakeland/,"4729 Florida Ave S, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,BubbaQue's BBQ - Lakeland East,(863) 665-4049,Bbq Restaurant,4.3★ (780),http://www.bubbaquesbbq.com/,"2444 US-92, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,"Crave Hot Dogs & BBQ Lakeland, FL",(863) 213-4333,Bbq Restaurant,4.3★ (627),https://www.iwantcrave.com/,"2250 Griffin Rd, Lakeland, FL 33810, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,LongHorn Steakhouse,(863) 682-8300,Steakhouse,4.3★ (2400),https://www.longhornsteakhouse.com/locations/fl/lakeland/lakeland-southside/5271?cmpid=br:lh_ag:ie_ch:loc_ca:LHGMB_sn:gmb_gt:lakeland-fl-5271_pl:locurl_rd:1223,"3737 Lakeside Village Ct, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Outback Steakhouse,(863) 648-1019,Steakhouse,4.3★ (3313),https://locations.outback.com/florida/lakeland/5255-south-florida-avenue?utm_source=gmb&utm_medium=local_search&utm_campaign=website_cta&y_source=1_MTU1MDI0ODgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"5255 Florida Ave S, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Crafty Crab,(863) 393-6868,Seafood Restaurant,4.3★ (706),https://craftycrablakeland.kwickmenu.com/,"4266 US Hwy 98 N, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,The Brunch Box,(863) 686-9786,Brunch,4.3★ (1069),https://thebrunchboxlakeland.kwickmenu.com/,"735 E Memorial Blvd, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,MJ's Pizza & Wings,(863) 816-6950,Pizza,4.3★ (204),https://www.mjspizzawingsmenu.com/?utm_source=gbp,"1747 E Edgewood Dr, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Pizzeria Valdiano,(863) 686-3730,Pizza,4.3★ (726),http://www.pizzeriavaldiano.com/,"1610 Town Center Dr, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Mellow Mushroom Lakeland,(863) 825-6000,Pizza,4.3★ (2623),https://mellowmushroom.com/location/fl-lakeland-3555-lakeland-highlands-rd-33803/?utm_source=gmb&utm_medium=organic&utm_campaign=Lakeland-FL&utm_content=202,"3555 Lakeland Highlands Rd, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Culver’s,(863) 272-6402,Fast Food,4.3★ (461),http://www.culvers.com/restaurants/lakeland-fl-s-florida-ave/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,"6400 Florida Ave S, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Burger 21 - Lakeland,(863) 937-8002,Fast Food,4.3★ (1446),https://www.burger21.com/locations/lakeland/,"1601 Town Center Dr, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Five Guys,(863) 686-5552,Fast Food,4.3★ (1219),https://restaurants.fiveguys.com/2641-s-florida-ave,"2641 Florida Ave S, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Julio's Sandwich Shop located at Alamo Plaza,(863) 686-1713,Sandwich Shop,4.3★ (386),https://juliossandwichshop.froogleorders.com/,"4525 Florida Ave S Ste. 33, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Crave Cookies Lakeland,(863) 333-4366,Bakery,4.3★ (80),https://cravecookies.com/,"3604 Harden Blvd, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Market on Kentucky,(863) 337-4425,Bakery,4.3★ (17),https://marketonkentucky.com/,"126 S Kentucky Ave, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Cold Stone Creamery,(863) 686-1813,Ice Cream,4.3★ (527),https://www.coldstonecreamery.com/stores/21029?utm_source=gmb&utm_medium=gmb&utm_campaign=gmb&utm_id=gmb,"1615 Town Center Dr, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Bruster's Real Ice Cream,(863) 619-5030,Ice Cream,4.3★ (1006),https://www.brusters.com/locations/lakeland/94,"955 E County Rd 540A, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,"Lucky's Sports, Oyster, & Tiki Bar",(863) 859-6830,Sports Bar,4.3★ (726),https://maplelanes.com/orange/luckys-oyster-tiki-bar/,"4318 US Hwy 98 N, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Smile Design Lakeland,(863) 252-2888,Cosmetic Dentist,4.3★ (489),https://thesmiledesignlakeland.com/,"616 Robin Rd, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Lakeland Family YMCA,(863) 267-9622,Gym,4.3★ (340),https://www.ymcawcf.org/find-your-y/lfy,"3620 Cleveland Heights Blvd, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Hand & Stone Massage and Facial Spa,(863) 940-4789,Spa,4.3★ (326),https://handandstone.com/locations/lakeland/?utm_source=google&utm_medium=organic&utm_campaign=businesslisting,"4750 Florida Ave S, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Van Spa & Nails,(863) 858-2200,Nail Salon,4.3★ (1286),https://vanspanails.com/,"919 Lakeland Park Center Dr #364, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Lee Spa Nails Salon Lakeland,(863) 688-8056,Nail Salon,4.3★ (1001),http://www.leespanail.com/,"1609 Town Center Dr h106, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Watson Clinic Center for Rehabilitative Medicine,(863) 680-7700,Physical Therapy,4.3★ (28),https://www.watsonclinic.com/locations/1430-lakeland-hills-blvd-lakeland-fl.html,"1430 Lakeland Hills Blvd, Lakeland, FL 33805, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,America's Best Contacts & Eyeglasses,(863) 940-2091,Glasses,4.3★ (463),https://www.americasbest.com/location/fl/lakeland/merchants-walk/?utm_source=gplus&utm_medium=listing&utm_campaign=w2gi,"3615 Florida Ave S Suite 460, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Walmart Vision & Glasses,(863) 815-4408,Glasses,4.3★ (44),https://www.walmart.com/store/1245-lakeland-fl/vision-center?veh=seo_loc,"5800 US Hwy 98 N, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Lakeland Regional Health Pablo Campus,(863) 284-6800,Urgent Care,4.3★ (11),https://www.mylrh.org/urgentcare/,"130 Pablo St, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Lakeland Clinic,(863) 413-2620,Walk In Clinic,4.3★ (3),https://polk.floridahealth.gov/locations/lakeland-clinic.html,"3241 Lakeland Hills Blvd, Lakeland, FL 33805, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,"Darla K. Snead, PL - Attorney at Law",(863) 619-5291,Family Lawyer,4.3★ (109),https://www.lakelandflattorney.com/,"206 Easton Dr, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,The Sanoba Law Firm,(863) 683-5353,Real Estate Lawyer,4.3★ (15),http://www.sanoba.com/,"422 Florida Ave S, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Allison Brown CPA,(863) 614-0308,Accountant,4.3★ (6),http://abcpa.tax/,"1555 Williamsburg Square, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,All County Polk Property Management,(863) 510-5965,Property Management,4.3★ (298),https://www.allcountyprop.com/locations/florida/lakeland/,"225 S Ingraham Ave #4, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Straight Up Realty & Property Management LLC,(863) 698-7547,Property Management,4.3★ (28),http://www.straightuprealtyandpm.com/,"705 N Lake Parker Ave, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Goin' Postal,(863) 688-1174,Notary Public,4.3★ (52),https://goinpostal.com/store/GP082.4,"304 E Pine St, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
