name,address,category,phone,website,rating,total_ratings,lat,lng,types,hours,place_id
Ace Handyman Services Lakeland,"2225 E Edgewood Dr STE 14, Lakeland, FL 33803, USA",Handyman,(863) 777-2343,https://www.acehandymanservices.com/offices/lakeland,4.8,438,28.0127999,-81.9163504,"establishment,general_contractor,home_goods_store,point_of_interest,store","[""Monday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: Closed"", ""Sunday: Closed""]",ChIJ6bNpBoE_3YgROSr_1JOKrbY
Mister Handy-Man,"304 E Pine St #135, Lakeland, FL 33801, USA",Handyman,(863) 844-1285,,4.3,23,28.046124,-81.95483,"establishment,general_contractor,point_of_interest","[""Monday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Saturday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Sunday: Closed""]",ChIJk4CYooo53YgRceM8RJ1Ihfw
"JSR Handyman Service, INC.","3616 Century Blvd Suite D-03, Lakeland, FL 33811, USA",Handyman,(863) 265-1613,http://jsrhandymanservice.com/,4.7,34,27.9983454,-82.0109525,"establishment,furniture_store,general_contractor,home_goods_store,point_of_interest","[""Monday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: Closed""]",ChIJMy5JIAo-3YgRET0ItLdjmTo
ProGrade Handyman Services,"4114 Clubhouse Rd #1782, Highland City, FL 33846, USA",Handyman,(813) 756-1812,https://progradehandymanservices.com/,5,63,27.9679265,-81.8823875,"establishment,general_contractor,point_of_interest","[""Monday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM""]",ChIJsUgv_6zSnqsRxZHWxWgqeUU
JKO Handyman,"304 E Pine St #1097, Lakeland, FL 33801, USA",Handyman,(407) 552-4087,https://jkohandyman.com/,5,1,28.0460591,-81.9548104,"establishment,general_contractor,point_of_interest","[""Monday: 8:30\u202fAM\u2009\u2013\u20095:30\u202fPM"", ""Tuesday: 8:30\u202fAM\u2009\u2013\u20095:30\u202fPM"", ""Wednesday: 8:30\u202fAM\u2009\u2013\u20095:30\u202fPM"", ""Thursday: 8:30\u202fAM\u2009\u2013\u20095:30\u202fPM"", ""Friday: 8:30\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: 9:30\u202fAM\u2009\u2013\u20092:30\u202fPM"", ""Sunday: Closed""]",ChIJwQhhadE53YgRZmhuRnIq3i8
S & F LLC. HANDYMAN SERVICES,"2800 N Combee Rd, Lakeland, FL 33805, USA",Handyman,(786) 398-0716,,4.9,28,28.0790579,-81.9087278,"establishment,point_of_interest","[""Monday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Saturday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Sunday: Closed""]",ChIJodAtqH5A3YgRggFfxoz3cKI
Harold Martin Handyman service,"2927 Dover Ln, Lakeland, FL 33801, USA",Handyman,(863) 812-6502,,4.4,12,28.022557,-81.900475,"establishment,general_contractor,point_of_interest","[""Monday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM""]",ChIJkcrTtK8_3YgR7d0D1RuHkL8
Ayeee Wayne handyman,"7904 Kathleen Rd, Lakeland, FL 33810, USA",Handyman,(863) 207-1614,http://ayeeewayne.com/,5,11,28.1429552,-82.02369399999999,"establishment,general_contractor,point_of_interest","[""Monday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: Closed"", ""Sunday: Closed""]",ChIJb-oAQhJH3YgRdHzXf_N1Dv4
"R & L Handyman, Inc.","1362 Summit Chase Dr, Lakeland, FL 33813, USA",Handyman,(863) 665-0955,https://www.rlhandymanlakeland.com/,4.6,16,27.976249,-81.93647130000001,"establishment,general_contractor,home_goods_store,point_of_interest,store","[""Monday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Saturday: Closed"", ""Sunday: Closed""]",ChIJ2_bsKXk_3YgR6P_3tL9fjZk
Dey Services Handyman & H²O Leak Specialist,"406 El Salvador Dr, Lakeland, FL 33809, USA",Handyman,(863) 738-7538,,5,10,28.1154872,-81.9482225,"establishment,general_contractor,plumber,point_of_interest","[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",ChIJCQ7wrP9B3YgRM5z0qYT4i0k
DGD Garage Doors,"1645 Lakeland Hills Blvd #4, Lakeland, FL 33805, USA",Garage Door,(863) 588-4774,https://www.dgdoors.com/,4.9,477,28.0676554,-81.9530163,"establishment,general_contractor,point_of_interest","[""Monday: 7:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Sunday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",ChIJF_lENqtA3YgRS3w1MwvAcvg
Precision Garage Door Service of Lakeland,"2614 Lakeland Hills Blvd #4, Lakeland, FL 33805, USA",Garage Door,(863) 216-8248,https://lakelandgaragedoorsfl.com/?utm_source=GMBListing&utm_medium=organic,4.9,1440,28.0766675,-81.9537173,"establishment,general_contractor,point_of_interest","[""Monday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",ChIJIVakmoE_3YgRfuxAkQmqS9M
Prestige Garage Door Services,"255 N Kentucky Ave Unit 205, Lakeland, FL 33801, USA",Garage Door,(863) 899-2743,https://prestigegaragedoorservices.com/lakeland-fl/?utm_source=GMB,5,121,28.0467414,-81.95492279999999,"establishment,general_contractor,point_of_interest","[""Monday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Saturday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Sunday: Closed""]",ChIJoRfh8EakmAkRbDDYpdV0AyQ
Overhead Door Company of Polk County,"3412 Reynolds Rd, Lakeland, FL 33803, USA",Garage Door,(863) 665-1856,http://www.ohdpolk.com/,4.5,87,28.0017193,-81.8906937,"establishment,general_contractor,point_of_interest","[""Monday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: Closed"", ""Sunday: Closed""]",ChIJz7cOeUg-3YgR_xvMG7Wux_c
GDI Garage Doors,"3888 Industry Blvd, Lakeland, FL 33811, USA",Garage Door,(863) 837-4817,https://www.gdigaragedoor.com/service-areas/lakeland-fl-garage-door-repair,5,42,27.995164,-82.00249,"establishment,point_of_interest","[""Monday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Tuesday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Wednesday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Thursday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Friday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Saturday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Sunday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM""]",ChIJcWDW1s053YgRYvG5XIp3v4w
A Plus Garage Door Repair of Lakeland,"2115 Yeats St, Lakeland, FL 33815, USA",Garage Door,(863) 204-3203,https://aplusgaragedoorrepairs.com/garage-door-repair-lakeland-fl/,5,30,28.0503177,-81.9909983,"establishment,point_of_interest","[""Monday: 6:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Tuesday: 6:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Wednesday: 6:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Thursday: 6:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Friday: 6:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Saturday: 6:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Sunday: 6:00\u202fAM\u2009\u2013\u20098:00\u202fPM""]",ChIJzy1p77av2YgRrXk4lV0PTKw
ASDL Door Repair,"836 W Main St, Lakeland, FL 33815, USA",Garage Door,(863) 606-5983,http://doorservicefl.com/,4.9,164,28.0427488,-81.9673005,"establishment,point_of_interest","[""Monday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: Closed""]",ChIJe_GJWPg53YgRVGe8s_C1EcU
Lakeland Garage Door Repair,"4020 Kidron Rd, Lakeland, FL 33811, USA",Garage Door,(863) 940-0193,,5,23,27.9942327,-82.03049860000002,"establishment,point_of_interest","[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",ChIJvW7RE8053YgRW-yyFqPxVMU
Local Garage Door Pros,"2034 Edenfield Pl Ste 2, Lakeland, FL 33801, USA",Garage Door,(863) 777-8490,https://garagedoorflorida.com/,5,8,28.0179908,-81.91038050000002,"establishment,point_of_interest","[""Monday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Saturday: 7:30\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u20096:30\u202fPM""]",ChIJ2VlstJQ_3YgRp9CWRduk9XI
D & D Garage Doors,"8134 US Hwy 98 N, Lakeland, FL 33809, USA",Garage Door,(863) 940-0127,https://www.danddgaragedoors.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Lakeland-FL,4.8,326,28.147651,-81.9745224,"establishment,point_of_interest,store","[""Monday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: Closed"", ""Sunday: Closed""]",ChIJ7fdj9d1H3YgRHuyOz94XzGA
Atlas Door Repair,"1638 Yeomans Path, Lakeland, FL 33809, USA",Garage Door,(863) 624-3952,https://atlasdoorrepair.com/lakeland-florida-commercial-door-repair/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,5,94,28.1409791,-81.92242,"establishment,point_of_interest","[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",ChIJS9_azzdB3YgR5vpVag9KWNM
"UNLIMITED Garage Door Services, LLC","620 Pine St, Auburndale, FL 33823, USA",Garage Door,(863) 651-6358,,5,27,28.0552986,-81.7908804,"establishment,point_of_interest","[""Monday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: 8:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Sunday: Closed""]",ChIJnU3sdGVr3YgRrzXkGYP2wH4
The Lakeland Pro Garage Doors,"1833 Florida Ave S, Lakeland, FL 33803, USA",Garage Door,(863) 270-7111,,0,0,28.0206928,-81.95749800000002,"establishment,point_of_interest","[""Monday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Saturday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Sunday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM""]",ChIJszvA0zg53YgRvaVuS6Y-doc
Grid Guard Garage Door's,"125 Prado Pl, Lakeland, FL 33803, USA",Garage Door,(863) 474-8989,,0,0,28.011045,-81.95802040000001,"establishment,point_of_interest","[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",ChIJlfL616853YgR4ewnCKMe2H4
Pro Family Doors & Gates,"1350 E Main St ste 144, Bartow, FL 33830, USA",Garage Door,(863) 622-8300,https://garagedoorrepairbartow.com/,4.7,39,27.8979267,-81.8295722,"establishment,point_of_interest","[""Monday: 5:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 5:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 5:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 5:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 5:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 5:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 5:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",ChIJGeUWutoX3YgRiBWwabDgGgQ
Central Door Company,"1760 Executive Rd, Winter Haven, FL 33884, USA",Garage Door,(863) 324-3719,http://www.centraldoorfl.com/,4.9,222,28.020621,-81.68315,"establishment,point_of_interest","[""Monday: 7:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Saturday: Closed"", ""Sunday: Closed""]",ChIJ-8raimYN3YgROAv2-BS3E2w
My Fence Company LLC,"2810 Maine Ave, Lakeland, FL 33801, USA",Fence Contractor,(863) 440-0292,https://myfenceco.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB,4.8,195,28.0122267,-81.90357019999999,"establishment,general_contractor,point_of_interest","[""Monday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: Closed"", ""Sunday: Closed""]",ChIJdcS3sHA53YgRj7eFTqWBL8g
Premium Fence LLC,"1555 Williamsburg Square, Lakeland, FL 33803, USA",Fence Contractor,(863) 698-7876,http://www.premiumfencellc.com/,4.7,91,28.0048056,-81.93283339999999,"establishment,general_contractor,point_of_interest","[""Monday: 9:00\u202fAM\u2009\u2013\u20094:30\u202fPM"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20094:30\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20094:30\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20094:30\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20094:30\u202fPM"", ""Saturday: Closed"", ""Sunday: Closed""]",ChIJy8H0XDZH3YgR-3nWP8mxGP4
RICHARD'S FENCE COMPANY,"4225 Frontage Rd N, Lakeland, FL 33810, USA",Fence Contractor,(863) 816-5930,https://www.richardsfencecompany.com/,5,72,28.0399142,-82.0330881,"establishment,general_contractor,point_of_interest","[""Monday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: Closed"", ""Sunday: Closed""]",ChIJS9sOU6pB3YgRBnxBtk-bBSY
Family Fence Company Of Florida,"625 Prairie Industrial Pkwy, Mulberry, FL 33860, USA",Fence Contractor,(863) 622-7533,https://familyfencetampa.com/service-area/lakeland/,4.8,142,27.9011369,-81.99477499999999,"establishment,general_contractor,point_of_interest","[""Monday: 8:00\u202fAM\u2009\u2013\u20095:30\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20095:30\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20095:30\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20095:30\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20095:30\u202fPM"", ""Saturday: 8:00\u202fAM\u2009\u2013\u200912:00\u202fPM"", ""Sunday: Closed""]",ChIJV3wgQq073YgROzWezUEVEC8
"Advanced Fence Contractors, Inc.","W Daughtery Rd, Lakeland, FL 33810, USA",Fence Contractor,(863) 608-7966,http://www.servicemagic.com/rated.AdvancedFence.30205393.html,5,12,28.124341,-81.957273,"establishment,general_contractor,point_of_interest","[""Monday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: Closed"", ""Sunday: Closed""]",ChIJ3660ICBE3YgR9RaxCpahlEA
Williams Fence Co,"934 E Rose St, Lakeland, FL 33801, USA",Fence Contractor,(863) 688-1194,https://jimwilliamsfence.com/,4.4,100,28.045698,-81.94577579999999,"establishment,general_contractor,point_of_interest","[""Monday: 8:00\u202fAM\u2009\u2013\u20094:30\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20094:30\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20094:30\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20094:30\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20094:30\u202fPM"", ""Saturday: Closed"", ""Sunday: Closed""]",ChIJa2YO004_3YgRGVpOotSIYio
First Choice Fencing Inc.,"Lakeland, FL 33809, USA",Fence Contractor,(863) 698-5184,,5,29,28.219854,-81.9955119,"establishment,general_contractor,point_of_interest","[""Monday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: Closed"", ""Sunday: Closed""]",ChIJx8LOCLdF3YgRyhvEzw7xiKo
"Lakeland Deck, Fence, Dock Builders & Construction","5267 Meadow Grove Trail, Lakeland, FL 33810, USA",Fence Contractor,(863) 302-9591,https://www.lakelanddeckdockfencebuildersconstruction.com/,5,6,28.1446735,-82.05553809999999,"establishment,general_contractor,point_of_interest","[""Monday: 7:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u20097:00\u202fPM""]",ChIJYayXdLxI3YgR1ZFt9zseDuQ
MJ Fence and Lawn LLC,"1725 N Galloway Rd, Lakeland, FL 33810, USA",Fence Contractor,(813) 464-4444,https://www.mjfenceandremodel.com/,5,6,28.0687118,-82.0054492,"establishment,general_contractor,point_of_interest","[""Monday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Sunday: Closed""]",ChIJNYsbqBs53YgRjqWtGEcQe9U
𝐇𝐢𝐥𝐥𝐜𝐫𝐞𝐬𝐭 𝐅𝐞𝐧𝐜𝐞𝐬,"605 E Arborvitae Ln, Polk City, FL 33868, USA",Fence Contractor,(863) 812-9397,,4.8,83,28.1790649,-81.81942599999999,"establishment,general_contractor,point_of_interest","[""Monday: 7:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u20098:00\u202fPM""]",ChIJVUgv09p73YgRslDAdPjFyhI
Magnolia Fence Co LLC,"4633 Essex Ave, Lakeland, FL 33813, USA",Fence Contractor,(863) 345-0084,http://www.magnoliafencecollc.com/,5,6,27.9811509,-81.9627507,"establishment,general_contractor,point_of_interest","[""Monday: 9:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Saturday: Closed"", ""Sunday: Closed""]",ChIJUYOJHnOoQ2cReobHJ_Retcw
