name,address,category,phone,website,rating,total_ratings,lat,lng,types,place_id
Michael's Carpet & Vinyl,"730 W Memorial Blvd, Lakeland, FL 33815, USA",Hardwood Flooring,(863) 683-2853,http://www.michaelscarpetlakeland.com/,5,9,28.0546866,-81.96505049999999,"establishment,home_goods_store,point_of_interest,store",ChIJgcMje6U43YgRkR8blMT280k
CISCO Flooring Supplies (Lakeland),"3204 Winter Lake Rd Bay 4-5, Lakeland, FL 33803, USA",Hardwood Flooring,(863) 393-9966,https://www.ciscoflooringsupplies.com/,4.6,28,27.9973136,-81.8947843,"establishment,home_goods_store,point_of_interest,store",ChIJ-_R1QEQ-3YgRkag4RD2TVww
Bob’s Carpet & Flooring,"4983 US Hwy 98 N, Lakeland, FL 33809, USA",Hardwood Flooring,(863) 815-7722,https://bobscarpetmart.com/,4,111,28.105524,-81.9727868,"establishment,general_contractor,home_goods_store,point_of_interest,store",ChIJr7eAliFH3YgRpr_MX8kOhfA
Joyner Lumber & Supply Company,"301 S Central Ave, Lakeland, FL 33815, USA",Hardwood Flooring,(863) 682-8101,https://www.joynerlumber.com/,4.4,67,28.0413434,-81.9737093,"establishment,general_contractor,hardware_store,point_of_interest,store",ChIJeWf_CsA43YgRa1lucKOZFIY
Warehouse Flooring & Design,"801 Magnolia Ave, Auburndale, FL 33823, USA",Hardwood Flooring,(863) 216-6136,http://www.wfd-inc.com/,4.7,27,28.0586115,-81.7920658,"establishment,home_goods_store,point_of_interest,store",ChIJL4wLVysV3YgRNiX4IdK1o90
Boone Distributors,"4100 S Frontage Rd South, Lakeland, FL 33815, USA",Hardwood Flooring,(863) 665-5131,http://www.boonedistributors.com/,4.4,41,28.0411111,-82.0280556,"establishment,point_of_interest",ChIJlxjqxTw43YgRCDAscKWKsIA
Local Home Inspection LLC,"604 Hickory Ln, Lakeland, FL 33801, USA",Home Inspector,(863) 513-9426,http://www.localhomeinspections.net/,4.9,718,28.036767,-81.91328399999999,"establishment,point_of_interest",ChIJn0VU8B8_3YgRwG_6u3AdXIg
Lakeland Home Inspection Service,"130 E Belvedere St, Lakeland, FL 33803, USA",Home Inspector,(863) 512-7277,http://www.homeinspectorlakeland.com/,4.8,210,28.023923,-81.95589609999999,"establishment,point_of_interest",ChIJIfW0ljI_3YgRBshlVnzVNCg
Residential Inspection Consultants,"2800 Lakeland Hills Blvd, Lakeland, FL 33804, USA",Home Inspector,(863) 859-3664,http://www.residentialinspection.net/,5,80,28.0779309,-81.9546685,"establishment,point_of_interest",ChIJl9uAoz1H3YgRJgq9x_Tma4w
Check Twice Home Inspection Services,"716 W Shady Ln, Lakeland, FL 33803, USA",Home Inspector,(863) 999-2172,https://checktwice.net/,4.9,288,28.0216766,-81.96488529999999,"establishment,point_of_interest",ChIJ6RBo5yQ53YgRCD0yfv_A2mg
Orgova Home Inspections,"304 E Pine St #1085, Lakeland, FL 33801, USA",Home Inspector,(863) 866-7288,https://orgovahomeinspections.com/,5,211,28.0460591,-81.9548104,"establishment,point_of_interest",ChIJ__frxh053YgRLB8pcEM-hn8
Integrity Home Inspections of Central Florida,"5482 Limestone Ln, Lakeland, FL 33809, USA",Home Inspector,(863) 430-7253,http://www.integrityinspectionsfla.com/,5,95,28.1133331,-81.943913,"establishment,point_of_interest",ChIJF1hOkyhB3YgRyltRUMdupM4
Larson Inspections,"1646 Turtle Rock Dr, Lakeland, FL 33803, USA",Home Inspector,(863) 274-8579,http://larsoninspection.com/,5,129,27.9977578,-81.9323335,"establishment,point_of_interest",ChIJi8UO9lVTDKoRbgd1O0FVKow
Lakeland Home Inspection Service,"141 W Central Ave Suite #15, Winter Haven, FL 33880, USA",Home Inspector,(863) 512-7277,https://homeinspectorlakeland.com/,4.9,70,28.0223761,-81.7279827,"establishment,point_of_interest",ChIJAW5wUNET3YgRD4oDKgrARJM
Dennis Irving Home Inspection LLC,"3920 Ashworth Pl, Lakeland, FL 33810, USA",Home Inspector,(863) 838-4296,https://dennisirvinghomeinspection.net/,4.7,43,28.0897093,-81.98485769999999,"establishment,point_of_interest",ChIJ9W8dG9VH3YgRAMssCoVBkhs
Central Florida Inspections LLC,"1132 Maplebrook Dr, Lake Alfred, FL 33850, USA",Home Inspector,(863) 651-9617,http://centralfloridainspectionsllc.biz/,5,528,28.1049307,-81.72244769999999,"establishment,point_of_interest",ChIJLeS12hS6emgRtifJym_rA3A
Pro-spect Inspection Services Central Florida,"859 N Lakeshore Blvd, Lake Wales, FL 33853, USA",Home Inspector,(863) 999-0002,http://www.gopro-spect.com/,5,746,27.9070358,-81.57037969999999,"establishment,point_of_interest",ChIJi7Ba58yY56QRRlkvOnvIesk
A - Licensed Home Inspectors - Lakeland,"1150 Plateau Ave, Lakeland, FL 33815, USA",Home Inspector,,,4,1,28.027824,-81.9876812,"establishment,point_of_interest",ChIJnSbQxsU53YgRl7pmlROuaIY
Check Twice Home Inspections,"3423 S Royal Ct, Lakeland, FL 33812, USA",Home Inspector,(863) 999-2172,https://checktwice.net/,5,2,27.9549872,-81.8939851,"establishment,point_of_interest",ChIJg4geJIU93YgRnhM1LK_WGb4
Lucent Inspections,"212 E Pine St, Lakeland, FL 33801, USA",Home Inspector,(863) 333-2698,https://lucentinspections.com/,4.7,24,28.04602,-81.955835,"establishment,point_of_interest",ChIJIfjwD7U53YgRhY6WRCL_OFk
Bay Home Inspections LLC,"4590 Moores Lake Rd BARN, Dover, FL 33527, USA",Home Inspection,(813) 598-1446,https://bayhomeinspections.net/index.html,5,404,28.0175012,-82.2243857,"establishment,point_of_interest",ChIJ6zz8gYDLwogR6LirkVJBANw
Lakeland Window Cleaning,"211 E Main St, Lakeland, FL 33801, USA",Window Cleaning,(863) 400-3228,https://lakelandwindowcleaning.com/,5,208,28.0438366,-81.95569770000002,"establishment,point_of_interest",ChIJPyoelvH7ckoRhaIquINCz1k
Squeegee Squad - Polk County,"4798 Florida Ave S, Lakeland, FL 33813, USA",Window Cleaning,(863) 399-1717,https://www.squeegeesquad.com/locations/polk-county/,5,109,27.976574,-81.956955,"establishment,point_of_interest",ChIJO7-HyFM53YgRqY8hRKIk0oI
Gleam Window Cleaning,"6935 S Carter Rd # 4, Lakeland, FL 33813, USA",Window Cleaning,(863) 393-8020,https://gleamserves.com/,5,86,27.9385559,-81.94885,"establishment,general_contractor,point_of_interest",ChIJbwsuOMI_3YgRUC_Nd2Dhch4
Loves Window Washing,"6218 Elm Square E, Lakeland, FL 33813, USA",Window Cleaning,(863) 869-3939,https://www.loveswindowwashing.com/,5,45,27.9516282,-81.9568271,"establishment,point_of_interest",ChIJ907KREHjjKcRk0E80Pnpwcs
Men In Kilts Lakeland,"1208 Orange Blossom Cir #303, Auburndale, FL 33823, USA",Window Cleaning,(863) 208-6358,https://www.meninkilts.com/lakeland-fl/,5,93,28.1475814,-81.8039223,"establishment,point_of_interest",ChIJx6_0sWzjt6YRAffeFfxr3O0
AquaBlu Window Washing,"2356 Citrus Bloom Dr, Bartow, FL 33830, USA",Window Cleaning,(863) 600-6027,https://aquabluwindowwashing.com/,5,8,27.943233,-81.9040633,"establishment,point_of_interest",ChIJVYW3eY-s0QMRqip1I7Bak8s
The Glasstronauts Window Cleaning,"5105 Sheffield Rd, Lakeland, FL 33813, USA",Window Cleaning,(863) 617-3510,,4.5,8,27.9725417,-81.93899739999999,"establishment,point_of_interest",ChIJRwW94qY-3YgRgPapsSr_K3o
Fish Window Cleaning,"1003 S Alexander St, Plant City, FL 33563, USA",Window Cleaning,(813) 722-3474,https://www.fishwindowcleaning.com/Plant-City-FL-3272/,5,2,28.0054223,-82.13826019999999,"establishment,point_of_interest",ChIJp6n0Cdo13YgRLZT8uN8UndY
Gutter Works of Polk County,"6155 s fla Ave #9, Lakeland, FL 33813, USA",Gutter Cleaning,(863) 604-3377,https://www.lakelandseamlessgutters.com/,4.9,111,27.9771543,-81.9735621,"establishment,point_of_interest",ChIJUz0_cV453YgR5xFUPK695ro
Quick Gutters of Central FL LLC.,"929 Ariana St, Lakeland, FL 33803, USA",Gutter Cleaning,(863) 267-4592,http://quickgutterservices.com/,5,55,28.0262506,-81.96808,"establishment,point_of_interest",ChIJm-NeSKA53YgRRCNA2OCuZ9g
The Brothers that just do Gutters,"122 E Main St suite 190, Lakeland, FL 33801, USA",Gutter Cleaning,(352) 781-2842,https://lakeland.brothersgutters.com/,4.6,9,28.0443197,-81.9564222,"establishment,point_of_interest",ChIJG0D_B4453YgRZsjP9xk3_Uw
IBERIA SEAMLESS GUTTERS,"7410 Orange Crest Cir, Lakeland, FL 33810, USA",Gutter Cleaning,(863) 286-7002,http://www.iberiagutters.com/,4.9,110,28.136906,-82.0178723,"establishment,point_of_interest",ChIJe1VO4YJH3YgRxUpoYJPfCcQ
Ark Seamless Gutters of Central Florida,"5214 US Hwy 98 N, Lakeland, FL 33809, USA",Gutter Cleaning,(863) 510-5699,https://arkguttersofcentralfl.com/,4.4,79,28.109706,-81.974218,"establishment,general_contractor,point_of_interest",ChIJ0Yna3mxH3YgRkgrcSJuE0g0
Cruz Madrid Gutters,"124 W Crescent Dr, Lakeland, FL 33805, USA",Gutter Cleaning,(863) 255-5649,https://cruzmadridgutters.com/,4.6,21,28.0885869,-81.95806300000001,"establishment,point_of_interest",ChIJM05kMZtH3YgRIv2Xk7MWkXk
H2O Gutters,"6538 Baikal Pl, Lakeland, FL 33805, USA",Gutter Cleaning,(863) 616-3939,https://www.h2ogutters.com/,5,21,28.1275142,-81.9192535,"establishment,point_of_interest,roofing_contractor",ChIJybEDqhFB3YgRFzhGZaVvZ1Y
Mr. Appliance of Lakeland,"1102 Florida Ave S Suite 100A, Lakeland, FL 33803, USA",Appliance Repair,(863) 270-3430,https://www.mrappliance.com/lakeland/?cid=LSTL_MRA-US000194&utm_source=gmb&utm_campaign=local&utm_medium=organic,4.6,388,28.0283805,-81.9569123,"establishment,point_of_interest",ChIJd26i2CQ53YgRUwJuld1ZQPE
Hartman's Appliance Repair Lakeland,"4725 US-92 Suite B, Lakeland, FL 33801, USA",Appliance Repair,(863) 226-6771,https://www.hartmanappliancerepair.com/tampa-bay/polk-county/lakeland/,4.8,122,28.0470169,-81.86337329999999,"establishment,point_of_interest",ChIJXXj4XjQwUqcR1deSgvG-sXI
Discount Appliance Repair Lakeland,"2900 Lakeland Highlands Rd, Lakeland, FL 33803, USA",Appliance Repair,(863) 430-0292,https://appliancesrepairstampa.com/lakeland,4.6,27,28.0097465,-81.92236260000001,"establishment,point_of_interest",ChIJSbhXFNSzt4kRF4uZv4Sn_ps
Cannon's Appliance Service L.L.C,"1415 E Parker St, Lakeland, FL 33801, USA",Appliance Repair,(863) 688-1760,http://www.cannonsappliance.com/,3.7,199,28.0513638,-81.93651969999999,"establishment,point_of_interest,store",ChIJ9zXFqVw_3YgRRa47Gpl5CzE
Handy Randy's Enterprises Inc / Appliance Repair,"3623 Dogwood Ct, Lakeland, FL 33812, USA",Appliance Repair,(863) 937-8515,http://hreappliancerepair.com/,4.3,44,27.9632206,-81.89233840000001,"establishment,point_of_interest",ChIJCeRmgnE63YgR7TJrkNBIZAk
Appliances 4 Less Lakeland,"2834 Lakeland Highlands Rd, Lakeland, FL 33803, USA",Appliance Repair,(863) 262-3999,http://www.a4llakeland.com/,4.9,819,28.0098949,-81.9224601,"establishment,home_goods_store,point_of_interest,store",ChIJz1Dt8i8_3YgRagB3wcJZMYA
Bay To Bay Appliance Repair,"607 S Alexander St Suite 203, Plant City, FL 33563, USA",Appliance Repair,(813) 704-5045,,4.2,267,28.0089816,-82.1383254,"establishment,point_of_interest",ChIJ7zE6IOY53YgRmne3ahRqwH4
Adams Appliance Repair,"1355 W 9th St, Lakeland, FL 33805, USA",Appliance Repair,(863) 275-3036,,3.9,34,28.0409812,-81.95289009999999,"establishment,point_of_interest",ChIJC2tDAZ843YgRpczp5o7a7cg
Mike's Appliance Repair,"2217 Malachite Ct, Lakeland, FL 33810, USA",Appliance Repair,(863) 853-9188,,4.4,7,28.1166762,-81.9935776,"establishment,point_of_interest",ChIJs0lo7IxH3YgRR4zyPweeoJA
Kneeland TV & Appliance Service,"5202 US Hwy 98 N, Lakeland, FL 33809, USA",Appliance Repair,(863) 858-4695,,4,29,28.1094271,-81.9742134,"establishment,point_of_interest",ChIJf95WQCBH3YgRq5bqKq-LsAE
Appliances Repair,"5726 Yarborough Ln, Lakeland, FL 33812, USA",Appliance Repair,(863) 210-4549,http://gochosappliances.com/contact-us/,0,0,27.9607958,-81.8905291,"establishment,point_of_interest",ChIJ__-m1d093YgR_zK8Wiw1oI0
KEK APPLIANCES Lakeland,"919 E Memorial Blvd, Lakeland, FL 33801, USA",Appliance Repair,(863) 333-0675,https://kekappliances.my.canva.site/,4.7,48,28.0540034,-81.94687929999999,"establishment,home_goods_store,point_of_interest,store",ChIJUVrVtpE_3YgRFdbW5ydHq9Q
Parts House of Lakeland,"735 N Wabash Ave, Lakeland, FL 33815, USA",Appliance Repair,(863) 683-2500,https://partshouseusa.com/,4.7,120,28.0507994,-81.9895909,"establishment,point_of_interest,store",ChIJr3BY4I443YgRJUnDxVdj3QM
Soni Appliances Outlet,"2210 S Combee Rd, Lakeland, FL 33801, USA",Appliance Repair,(863) 937-9392,https://soniappliancesoutlet.com/,4.5,293,28.0172611,-81.9074596,"establishment,furniture_store,home_goods_store,point_of_interest,store",ChIJt8ybt1U-3YgRX6_WPosm4xs
Central Vacuum Cleaner Co,"704 N Ingraham Ave, Lakeland, FL 33801, USA",Appliance Repair,(863) 686-4642,,4.8,135,28.0507627,-81.94536149999999,"establishment,point_of_interest",ChIJsaHR0k8_3YgR903PimEb6fE
Parts House of Brandon,"735 N Wabash Ave, Lakeland, FL 33815, USA",Appliance Repair,(863) 683-2500,,4.5,145,28.0507642,-81.9898113,"establishment,point_of_interest,store",ChIJs9Qu0dPNwogRzgCu06yVE4Y
Famous Tate Appliance & Bedding Centers,"3571 Florida Ave S, Lakeland, FL 33803, USA",Appliance Repair,(863) 644-3396,http://www.famoustate.com/,4.5,446,28.0004148,-81.95740579999999,"establishment,furniture_store,home_goods_store,point_of_interest,store",ChIJk0_fcTQ53YgRoyE15VKKx_M
Lakeland Concrete Solutions,"616 Charles St, Lakeland, FL 33803, USA",Concrete Contractor,,http://concreteservicesflorida.com/,4.8,25,28.0322847,-81.9515063,"establishment,general_contractor,point_of_interest",ChIJK9ICPa4_3YgR7iJoBlL0_1c
Luck Concrete Lakeland,"2095 E Edgewood Dr 9 Suite 9, Lakeland, FL 33803, USA",Concrete Contractor,(863) 300-0826,https://luckysconcretelakeland.com/,5,8,28.0127142,-81.919524,"establishment,general_contractor,point_of_interest",ChIJgzmReFw_3YgR3vGPkbfIGXQ
Flatline Concrete Solutions LLC,"5625 Lazy Creek Dr, Lakeland, FL 33811, USA",Concrete Contractor,(863) 804-5630,https://www.flatlineconcretesolutions.com/,4.9,44,27.9630996,-82.0489288,"establishment,general_contractor,point_of_interest",ChIJMRHbnXI63YgRkmT4NJiYj7A
Tiger Concrete & Screed LLC,"4215 Pipkin Rd S, Lakeland, FL 33811, USA",Concrete Contractor,(863) 336-5353,http://www.tigerconcreteusa.com/,5,24,27.9889751,-81.9968329,"establishment,general_contractor,point_of_interest",ChIJwVkjmJg53YgR_Fq9dP1BLKE
Lains Concrete LLC,"2331 D R Bryant Rd, Lakeland, FL 33810, USA",Concrete Contractor,(863) 934-9091,http://facebook.com/lainsconcrete,5,61,28.1602941,-81.9957451,"establishment,general_contractor,point_of_interest",ChIJ1UhZOMFH3YgRmm6KfyHITuI
"Kirkland's Concrete, LLC","2522 Old Medulla Rd, Lakeland, FL 33811, USA",Concrete Contractor,(863) 255-9493,http://kirklandsconcrete.com/,5,18,27.9811061,-81.9972066,"establishment,general_contractor,point_of_interest",ChIJHZM4LBEBVmgRaPmswa-NbrY
"Donaldson Construction Company, LLC","517 Lake Miriam Dr, Lakeland, FL 33813, USA",Concrete Contractor,(863) 248-5153,https://www.donaldsonconstructionco.com/,5,14,27.973912,-81.9551437,"establishment,general_contractor,point_of_interest",ChIJdW3R77c53YgRuMeUL1t79eI
Florida universal concrete service L.L.C,"W Magnolia St, Lakeland, FL 33815, USA",Concrete Contractor,(863) 337-9506,,4.4,20,28.0493595,-81.9880285,"establishment,general_contractor,point_of_interest",ChIJPw7dfKQ53YgRrp2-9p-93fc
XTREME CONCRETE,"5416 Sunset Way N, Lakeland, FL 33805, USA",Concrete Contractor,(863) 899-0458,http://www.xtremeconcretefl.com/,4.2,24,28.1130554,-81.9272897,"establishment,general_contractor,point_of_interest",ChIJVVNlr3pB3YgRzqQk0qy5jog
Akap concrete LLC,"7303 Eastview Pl, Lakeland, FL 33810, USA",Concrete Contractor,(941) 250-7160,http://www.akapconcretellc.com/,5,7,28.1357602,-81.9945773,"establishment,general_contractor,point_of_interest",ChIJsV6zSsBH3YgR077YcpyQG94
LG Concrete & More,"1100 Lowry Ave UNIT 9, Lakeland, FL 33801, USA",Concrete Contractor,(863) 233-0449,,5,4,28.0297525,-81.9153977,"establishment,general_contractor,point_of_interest",ChIJX5NSbrM_3YgRSeay7i0K_hk
BENNETT BROTHERS CONCRETE LLC,"2451 Smoke Rd, Auburndale, FL 33823, USA",Concrete Contractor,(863) 808-7807,https://bennett-brothers-concrete-llc.ueniweb.com/,4.6,27,28.0688136,-81.8519635,"establishment,general_contractor,point_of_interest",ChIJ_-p9g7Bq3YgRwP_K9-LgVYo
Maschmeyer Concrete - Lakeland Plant,"2907 Brooks St, Lakeland, FL 33803, USA",Concrete Contractor,(813) 341-9994,https://www.maschmeyer.com/?utm_source=GMB&utm_medium=organic,4.1,16,28.0038927,-81.90167819999999,"establishment,general_contractor,point_of_interest",ChIJl64a9VA-3YgRKUnPkmcOS88
Caw Foundation construction,"5114 Meadow Grove Trail, Lakeland, FL 33810, USA",Concrete Contractor,(863) 738-9732,,5,22,28.1434155,-82.0501419,"establishment,general_contractor,point_of_interest",ChIJESTpiKEXkq0RtBmCNplhk3k
Davis Concrete Inc,"4433 Drane Field Rd, Lakeland, FL 33811, USA",Concrete Contractor,(800) 910-6928,https://www.davisconcreteinc.com/our-location/lakeland/,5,1,27.9960441,-82.03751369999999,"establishment,general_contractor,point_of_interest",ChIJSSD3i-A53YgRD7BdR5B7NhQ
Cement Products & Supply Co - A Maschmeyer Company,"516 W Main St, Lakeland, FL 33815, USA",Concrete Contractor,(863) 686-5141,https://www.maschmeyer.com/cement-products.html,4.5,55,28.0436928,-81.96195449999999,"establishment,general_contractor,point_of_interest",ChIJAx0tAbc43YgRrSFKlmoxJDY
Lipham Concrete Construction,"5267 Meadow Grove Trail, Lakeland, FL 33810, USA",Concrete Contractor,(863) 934-2974,https://liphamconcreteconstruction.com/,5,2,28.1447195,-82.0554205,"establishment,general_contractor,point_of_interest",ChIJD1aQRZhJ3YgR-mneGm1DKEk
"Asphalt Maintenance by Dalco, Inc.","2530 Dawn Heights Dr, Lakeland, FL 33801, USA",Driveway Repair,(866) 861-6648,https://dalcopaving.com/,4.8,31,28.0119646,-81.8837787,"establishment,general_contractor,point_of_interest",ChIJcXma2J053YgRChD6AGnbjrs
Select Lakeland Pavers,"2123 Harden Blvd, Lakeland, FL 33803, USA",Driveway Repair,(863) 250-2363,https://selectlakelandpavers.com/,5,6,28.0175902,-81.9745734,"establishment,general_contractor,point_of_interest",ChIJFSpgXFk53YgRyFk8WhWJl_8
Elegant Pavers,"4225 Frontage Rd N, Lakeland, FL 33810, USA",Driveway Repair,(863) 662-9988,http://www.elegantpavers.net/index.php,4.9,134,28.0399475,-82.0329241,"establishment,general_contractor,point_of_interest",ChIJV1VHV9xG3YgR86OmqvafmCQ
Top Notch Grading,"1515 E Memorial Blvd, Lakeland, FL 33801, USA",Driveway Repair,(863) 274-8222,https://topnotchgrading.biz/,5,5,28.0525807,-81.9339184,"establishment,general_contractor,point_of_interest",ChIJbZwrGbU_3YgRynSEAMs0u48
Hernandez Pavers LLC,"2316 Marjorie Rd, Lakeland, FL 33815, USA",Driveway Repair,(813) 789-4723,https://www.hernandezpaversllc.us/?page=about-us,5,4,28.046095,-81.9929791,"establishment,general_contractor,point_of_interest",ChIJ___76ZXPwogR4iA1JQIw4ro
Reynolds Pavers,"2910 Asherwoods Rd, Lakeland, FL 33811, USA",Driveway Repair,(863) 944-3617,https://www.reynoldspavers.com/,5,11,27.9428588,-82.0041804,"establishment,general_contractor,point_of_interest",ChIJRzcVciU73YgRsMejxCnPmCM
Gulf Coast Brick Pavers Inc.,"4253 Hamilton Rd, Lakeland, FL 33811, USA",Driveway Repair,(863) 656-6338,http://gulfcoastbrickpaversinc.com/,4.8,91,27.9881109,-82.04922189999999,"establishment,general_contractor,point_of_interest",ChIJm66Chlo33YgRuKis0vYdDqo
Central Florida Asphalt LLC,"4230 New Tampa Hwy, Lakeland, FL 33815, USA",Driveway Repair,(863) 608-2396,http://www.centralfloridaasphalt.com/,4.4,20,28.0349465,-82.01751689999999,"establishment,general_contractor,point_of_interest",ChIJk9JwgUc43YgRUcXprfb5EMM
A1 Earthworks LLC,"1344 Edgewater Beach Dr, Lakeland, FL 33805, USA",Driveway Repair,(863) 532-7848,http://www.a1earth.land/,4.8,61,28.05954,-81.9386911,"establishment,general_contractor,point_of_interest",ChIJIZShqRvdJ2sRMAQXRS_nbBY
Elite Insulation LLC,"1631 Mann Rd, Lakeland, FL 33810, USA",Insulation Contractor,(863) 651-5890,http://eliteinsulationcfl.com/,4.9,80,28.1310893,-81.98101609999999,"establishment,general_contractor,point_of_interest,roofing_contractor",ChIJuRnxG577XqER8-7TGDwDkhM
Polar Attic Insulation,"304 E Pine St STE 211, Lakeland, FL 33801, USA",Insulation Contractor,(863) 210-9626,http://polaratticsprayfoam.com/,4.8,216,28.0460591,-81.9548104,"establishment,general_contractor,point_of_interest",ChIJdT0ci9EU3YgR7QA5uaJye0E
Insulflo Energy Services,"3828 Knights Station Rd, Lakeland, FL 33810, USA",Insulation Contractor,(863) 251-2991,https://insulflo.com/,4.9,68,28.0801544,-82.02438699999999,"establishment,general_contractor,point_of_interest",ChIJY_JJwZ5AP0MRQ8cycpSpjcs
Spray Pro Insulation,"4246 Holden Rd, Lakeland, FL 33811, USA",Insulation Contractor,(863) 899-6545,https://sprayprofoam.com/,4.8,53,27.9876763,-82.0003076,"establishment,general_contractor,point_of_interest",ChIJc-OzTrQ43YgRibeMRGQk3GQ
"All Florida Attic Solutions, LLC","963 Krenson Woods Rd, Lakeland, FL 33813, USA",Insulation Contractor,(863) 600-3121,http://floridaatticsolutions.com/,5,136,27.9703497,-81.9722451,"establishment,general_contractor,point_of_interest",ChIJh2yavHc73YgR8J0SWQvdvig
Combee Insulation Co Inc,"3802 N Combee Rd, Lakeland, FL 33805, USA",Insulation Contractor,(863) 682-5783,https://combeeinsulation.com/?utm_source=google&utm_medium=organic&utm_campaign=listings,3.9,67,28.0915639,-81.9066934,"establishment,general_contractor,point_of_interest",ChIJE61eGVlA3YgRKZRciEmTAM0
Polk County Insulation,"308 Grimes Dr, Auburndale, FL 33823, USA",Insulation Contractor,(863) 293-2622,https://polkcountyinsulation.com/,4.5,64,28.1091847,-81.8144512,"establishment,general_contractor,point_of_interest",ChIJAVMC4a5r3YgRI3dIHvrSG-M
"Aartic Insulation,LLC","1604 Stephanie Ln, Lakeland, FL 33813, USA",Insulation Contractor,(863) 644-7283,,5,3,27.9719231,-81.93603949999999,"establishment,general_contractor,point_of_interest",ChIJQ7RP3KA-3YgRGSCtTK1DoH0
Pro Insulation Services llc.,"4526 Shepherd Rd, Mulberry, FL 33860, USA",Insulation Contractor,(863) 701-6833,https://www.proinsulationservices.net/,5,1,27.937784,-82.0381325,"establishment,general_contractor,point_of_interest",ChIJE5r2z1c73YgRAdXcgPguX1E
Foam It Experts,"122 E Main St #168, Lakeland, FL 33801, USA",Insulation Contractor,(863) 943-4119,https://sprayfoamit.net/,5,1,28.0443197,-81.9564222,"establishment,general_contractor,point_of_interest",ChIJq7FgmLAQOWARcPYmcvsH0zU
Polk Attic Insulation,"1925 Thornhill Rd Suite 2009, Auburndale, FL 33823, USA",Insulation Contractor,(863) 875-8501,http://www.polkatticinsulation.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Auburndale-FL,4.3,12,28.0479141,-81.8128335,"establishment,general_contractor,point_of_interest,store",ChIJa83LjMkV3YgR-RpAKuVigmw
Greenstar Panels,"1704 S Combee Rd, Lakeland, FL 33801, USA",Insulation Contractor,(813) 860-8495,http://greenstarpanels.com/,4.2,42,28.0222094,-81.9066023,"establishment,general_contractor,point_of_interest,roofing_contractor",ChIJUVB_D6k_3YgRBIXPZrErCZc
Liveline foam,"4260 Olinger Farm Rd, Lakeland, FL 33810, USA",Insulation Contractor,(863) 899-5962,http://livelinefoam.com/,5,1,28.1037884,-82.0282847,"establishment,general_contractor,point_of_interest",ChIJj4sS6_1H3YgR8ytuEI5iYTw
iFOAM Insulation,"1212 N 39th St #408, Tampa, FL 33605, USA",Insulation Contractor,(813) 742-6250,https://www.ifoam.com/tampa-fl,5,61,27.9570884,-82.41747509999999,"establishment,general_contractor,point_of_interest",ChIJKVckhVnFwogRzbPEvRDlJZM
Red Bug Solar Solutions,"111 Florida Ave S, Lakeland, FL 33815, USA",Solar Panel Installation,(863) 563-2134,https://www.solar-lakeland.com/,4.9,104,28.0435781,-81.95745540000001,"establishment,point_of_interest",ChIJCVo_oLg53YgRci89h5qTmJM
Solar Panel Professionals,"3260 Sanoma Dr, Lakeland, FL 33811, USA",Solar Panel Installation,(863) 624-3358,,4.7,12,27.9424812,-82.0111421,"establishment,point_of_interest",ChIJGaYKovo73YgRyEFe664zMGM
Solar Optimum Florida,"3810 Drane Field Rd Bays 1-2, Lakeland, FL 33811, USA",Solar Panel Installation,(800) 552-9970,https://solaroptimum.com/,5,6,27.9960358,-82.0235993,"establishment,point_of_interest,roofing_contractor",ChIJe-7kc-453YgRnxDxNGy4oas
Ori Energy,"820 Creative Dr #10, Lakeland, FL 33813, USA",Solar Panel Installation,(863) 509-5409,https://www.ori-energy.com/,4.9,66,27.9628041,-81.9698019,"establishment,point_of_interest",ChIJ7yzbB4A73YgRRAKhMLQzQ7k
Better Earth Solar,"3850 Anchuca Dr, Lakeland, FL 33811, USA",Solar Panel Installation,(888) 373-9379,https://betterearth.solar/,4.7,6,27.9954512,-82.0440757,"establishment,point_of_interest",ChIJmQekvMg33YgRARc9IZ3uq3c
Solar Energy Specialist Corp,"1130 1st St S, Winter Haven, FL 33880, USA",Solar Panel Installation,(866) 407-2047,https://www.solarandenergyspecialists.com/?utm_source=google&utm_medium=gmb&utm_campaign=seo,4.8,82,28.0106873,-81.7262391,"establishment,point_of_interest",ChIJQd6GY2Fj54gROAb4l8duCgk
Stamina Solar,"1035 Florida Ave S, Lakeland, FL 33803, USA",Solar Panel Installation,(800) 868-0635,,3.8,15,28.0301962,-81.95727459999999,"establishment,point_of_interest",ChIJjUrRGhc53YgRCqGt8CL17n8
Trinity Solar,"3919 Air Park Dr, Lakeland, FL 33811, USA",Solar Panel Installation,(863) 430-0146,https://www.trinitysolar.com/,3.9,150,27.9941172,-82.0280296,"establishment,point_of_interest,roofing_contractor",ChIJywhgNB5_54gRzBb9ANyrFPo
Go RV Solar,"101 US-17, Winter Haven, FL 33880, USA",Solar Panel Installation,(863) 875-2424,https://gorvsolar.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,4.9,47,27.9963635,-81.73713889999999,"car_repair,establishment,point_of_interest",ChIJr_vXoqQT3YgRaUu7MBfuLJ0
